	index	raw_category	category	count	nyuId	nyu40id	eigen13id	nyuClass	nyu40class	eigen13class	ModelNet40	ModelNet10	ShapeNetCore55	synsetoffset	wnsynsetid	wnsynsetkey	mpcat40index	mpcat40	OpenSceneMatterport3D40Label	OpenSceneMatterport3D40Index	OpenSceneMatterport3D40Count	OpenSceneMatterport3D80Label	OpenSceneMatterport3D80Index	OpenSceneMatterport3D80Count	OpenSceneMatterport3D160Label	OpenSceneMatterport3D160Index	OpenSceneMatterport3D160Count
167	168	mat	mat	23	143.0	20.0	5.0	floor mat	floor mat	Floor					n03727837	mat.n.01	2	floor		0	0		0	0	floor mat	89	23
168	169	flower	plant	23	82.0	40.0	7.0	plant	otherprop	Objects	plant				n00017222	plant.n.02	14	plant	plant	13	632	plant	13	632	plant	13	632
169	170	sculpture	sculpture	23	294.0	40.0	7.0	sculpture	otherprop	Objects					n04157320	sculpture.n.01	39	objects		0	0	sculpture	45	78	sculpture	45	78
170	171	shelving	shelving	22	42.0	15.0	6.0	shelves	shelves	Furniture					n04190052	shelf.n.01	31	shelving	shelves	17	417	shelves	17	417	shelves	17	417
171	172	wall/other room	wall /otherroom	22	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
172	173	knickknack	object	21		40.0	7.0		otherprop	Objects					n00002684	object.n.01	39	objects		0	0		0	0		0	0
173	174	printer	printer	21	66.0	40.0	7.0	printer	otherprop	Objects			printer	4004475.0	n04004475	printer.n.03	39	objects		0	0		0	0	printer	90	21
174	175	wall behind	wall /otherroom	21	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
175	176	telephone	telephone	21	32.0	40.0	7.0	telephone	otherprop	Objects			telephone	4401088.0	n04401088	telephone.n.01	39	objects		0	0		0	0	telephone	91	21
176	177	bedside table	nightstand	21	158.0	32.0	6.0	night stand	night stand	Furniture	night_stand	night_stand			n03015254	chest_of_drawers.n.01	13	chest_of_drawers	night stand	20	275	night stand	20	275	night stand	20	275
177	178	moulding	molding	21		38.0	7.0		otherstructure	Objects					n02800354	baseboard.n.01	1	wall		0	0		0	0		0	0
178	179	handbag	handbag	21		40.0	7.0		otherprop	Objects					n02774152	bag.n.04	39	objects		0	0		0	0		0	0
179	180	wall /other room	wall /otherroom	21	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
180	181	blanket	blanket	21	312.0	40.0	7.0	blanket	otherprop	Objects					n02849154	blanket.n.01	39	objects		0	0		0	0	blanket	92	21
181	182	shower	shower	21		38.0	7.0		otherstructure	Objects					n04208936	shower.n.01	23	shower		0	0		0	0		0	0
182	183	steps	step	20		38.0	7.0		otherstructure	Objects					n04314914	step.n.04	16	stairs		0	0		0	0		0	0
183	184	switch	switch	21		40.0	7.0		otherprop	Objects					n04372370	switch.n.01	39	objects		0	0		0	0		0	0
184	185	toilet paper dispenser	toilet paper dispenser	20		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
185	186	objects	object	21		40.0	7.0		otherprop	Objects					n00002684	object.n.01	39	objects		0	0		0	0		0	0
186	187	handle	handle	20	758.0	40.0	7.0	handle	otherprop	Objects					n03485997	handle.n.01	39	objects		0	0		0	0	handle	93	20
187	188	frame /outside	frame /outside	20		38.0	7.0		otherstructure	Objects							40	misc		0	0		0	0		0	0
188	189	screen	screen	20	89.0	16.0	13.0	curtain	curtain	Window	curtain				n03151077	curtain.n.01	12	curtain	curtain	11	692	curtain	11	692	curtain	11	692
189	190	shower head	showerhead	19	650.0	40.0	7.0	shower head	otherprop	Objects					n04209383	showerhead.n.01	23	shower		0	0		0	0	shower head	94	19
190	191	baracade	barricade	19		40.0	7.0		otherprop	Objects					n04096848	roadblock.n.02	40	misc		0	0		0	0		0	0
191	192	picture frame	picture frame	25	64.0	11.0	8.0	picture	picture	Picture					n03931765	picture_frame.n.01	6	picture	picture	5	2125	picture	5	2125	picture	5	2125
192	193	soap	soap	19	133.0	40.0	7.0	soap	otherprop	Objects					n04253437	soap.n.01	39	objects		0	0		0	0	soap	95	19
193	194	staircase railing	banister	18	453.0	38.0	7.0	banister	otherstructure	Objects					n02788148	bannister.n.02	30	railing	banister	23	241	banister	23	241	banister	23	241
194	195	keyboard	keyboard	18	47.0	40.0	7.0	keyboard	otherprop	Objects	keyboard		computer keyboard	3085013.0	n03085013	computer_keyboard.n.01	39	objects		0	0		0	0	keyboard	96	18
195	196	thermostat	thermostat	18	110.0	40.0	7.0	thermostat	otherprop	Objects					n04422875	thermostat.n.01	39	objects		0	0		0	0	thermostat	97	18
196	197	radiator	radiator	18	236.0	39.0	6.0	radiator	otherfurniture	Furniture					n04041069	radiator.n.02	39	objects		0	0		0	0	radiator	98	18
197	198	kitchen island	kitchen island	18	456.0	38.0	7.0	kitchen island	otherstructure	Objects					n03620600	kitchen_island.n.01	26	counter		0	0		0	0	kitchen island	99	18
198	199	paper towel	paper towel	18	113.0	40.0	7.0	paper towel	otherprop	Objects					n03887697	paper_towel.n.01	20	towel		0	0		0	0	paper towel	100	18
199	200	wall decoration	picture	17	64.0	11.0	8.0	picture	picture	Picture					n03931044	picture.n.01	6	picture	picture	5	2125	picture	5	2125	picture	5	2125
200	201	phone	telephone	17	32.0	40.0	7.0	telephone	otherprop	Objects			telephone	4401088.0	n04401088	telephone.n.01	39	objects		0	0		0	0	telephone	91	21
201	202	mirror frame	mirror	17	122.0	19.0	7.0	mirror	mirror	Objects					n03773035	mirror.n.01	21	mirror	mirror	14	488	mirror	14	488	mirror	14	488
202	203	clothes dryer	clothes dryer	18		39.0	6.0		otherfurniture	Furniture					n03251766	dryer.n.01	37	appliances		0	0		0	0		0	0
203	204	panel	panel	17	559.0	40.0	7.0	sheet	otherprop	Objects					n03882058	panel.n.01	35	board_panel		0	0		0	0	sheet	101	17
204	205	glass	glass	16	612.0	38.0	7.0	glass	otherstructure	Objects					n03438257	glass.n.02	39	objects		0	0		0	0	glass	102	16
205	206	soap dispenser	soap dispenser	16		40.0	7.0		otherprop	Objects					n04254120	soap_dispenser.n.01	39	objects		0	0		0	0		0	0
206	207	dishwasher	dishwasher	16	8.0	38.0	7.0	dishwasher	otherstructure	Objects			dishwasher	3207941.0	n03207941	dishwasher.n.01	37	appliances		0	0		0	0	dishwasher	103	16
207	208	cup	cup	16	35.0	40.0	7.0	cup	otherprop	Objects	cup		cup or mug	3797390.0	n03797390	mug.n.04	39	objects		0	0		0	0	cup	104	16
208	209	bathroom cabinet	bathroom cabinet	17	3.0	3.0	6.0	cabinet	cabinet	Furniture			cabinet	2933112.0	n02933112	cabinet.n.01	7	cabinet	cabinet	10	785	cabinet	10	785	cabinet	10	785
209	210	ladder	ladder	17	48.0	39.0	6.0	ladder	otherfurniture	Furniture	stairs				n03632277	ladder.n.01	16	stairs		0	0		0	0	ladder	105	17
210	211	garage door	garage door	16	850.0	38.0	7.0	garage door	otherstructure	Objects	door						4	door		0	0		0	0	garage door	106	16
211	212	hat	hat	15	193.0	40.0	7.0	hat	otherprop	Objects					n03497657	hat.n.01	38	clothes		0	0		0	0	hat	107	15
212	213	chest of drawers	chest of drawers	15	524.0	39.0	6.0	furniture	otherfurniture	Furniture	dresser	dresser			n03015254	chest_of_drawers.n.01	13	chest_of_drawers		0	0		0	0	furniture	84	26
213	214	exit sign	exit sign	15	86.0	40.0	7.0	exit sign	otherprop	Objects							40	misc		0	0		0	0	exit sign	108	15
214	215	sidetable	side table	15	19.0	7.0	10.0	table	table	Table	table	table	table	4379243.0	n04379243	table.n.02	5	table	table	12	691	table	12	691	table	12	691
215	216	office table	office table	15	19.0	7.0	10.0	table	table	Table	table	table	table	4379243.0	n04379243	table.n.02	5	table	table	12	691	table	12	691	table	12	691
216	217	piano	piano	15	298.0	39.0	6.0	piano	otherfurniture	Furniture	piano		piano	3928116.0	n03928116	piano.n.01	39	objects		0	0		0	0	piano	109	15
217	218	painter	picture	17	64.0	11.0	8.0	picture	picture	Picture					n03931044	picture.n.01	6	picture	picture	5	2125	picture	5	2125	picture	5	2125
218	219	board	board	15	408.0	38.0	7.0	board	otherstructure	Objects							35	board_panel		0	0		0	0	board	110	15
219	220	windows	window	14	59.0	9.0	13.0	window	window	Window					n04587648	window.n.01	9	window	window	6	2013	window	6	2013	window	6	2013
220	221	archway	archway	14	21.0	1.0	12.0	wall	wall	Wall					n02734217	arch.n.03	4	door	wall	1	7667	wall	1	7667	wall	1	7667
221	222	rope	rope	14	560.0	40.0	7.0	rope	otherprop	Objects					n04108268	rope.n.01	39	objects		0	0		0	0	rope	111	14
222	223	ball	ball	15	60.0	40.0	7.0	ball	otherprop	Objects							40	misc		0	0		0	0	ball	112	15
223	224	gym equipment	gym equipment	14	457.0	39.0	6.0	excercise equipment	otherfurniture	Furniture					n04285146	sports_equipment.n.01	33	gym_equipment		0	0		0	0	excercise equipment	113	14
224	225	clothes hangers	clothes hanger	13	211.0	40.0	7.0	hanger	otherprop	Objects					n03057920	coat_hanger.n.01	39	objects		0	0		0	0	hanger	114	13
225	226	bathroom object	object	13		40.0	7.0		otherprop	Objects					n00002684	object.n.01	39	objects		0	0		0	0		0	0
226	227	easy chair	easy chair	13	5.0	5.0	4.0	chair	chair	Chair	chair	chair	chair	3001627.0	n03262932	easy_chair.n.01	3	chair	chair	7	1947	chair	7	1947	chair	7	1947
227	228	lounge chair	lounge chair	15	5.0	5.0	4.0	chair	chair	Chair	chair	chair	chair	3001627.0	n03262932	easy_chair.n.01	3	chair	chair	7	1947	chair	7	1947	chair	7	1947
228	229	furniture	furniture	13	524.0	39.0	6.0	furniture	otherfurniture	Furniture					n03405725	furniture.n.01	36	furniture		0	0		0	0	furniture	84	26
229	230	cabinets	cabinet	16	3.0	3.0	6.0	cabinet	cabinet	Furniture			cabinet	2933112.0	n02933112	cabinet.n.01	7	cabinet	cabinet	10	785	cabinet	10	785	cabinet	10	785
230	231	carpet	carpet	14	130.0	40.0	7.0	rug	floor mat	Objects					n04118021	rug.n.01	2	floor		0	0	rug	47	77	rug	47	77
231	232	food	food	13		40.0	7.0		otherprop	Objects					n00021265	food.n.01	40	misc		0	0		0	0		0	0
232	233	plant pot	pot	13	16.0	40.0	7.0	pot	otherprop	Objects					n03991062	pot.n.04	39	objects	pot	28	185	pot	28	185	pot	28	185
233	234	duct	duct	13		40.0	7.0		otherprop	Objects					n03253398	duct.n.03	40	misc		0	0		0	0		0	0
234	235	ridge	ridge	13		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
235	236	candlestick	candlestick	12	148.0	40.0	7.0	candlestick	otherprop	Objects					n02948557	candlestick.n.01	39	objects		0	0		0	0	candlestick	115	12
236	237	computer desk	computer desk	12	36.0	14.0	10.0	desk	desk	Table	desk	desk	table	4379243.0	n03179701	desk.n.01	5	table	desk	29	187	desk	29	187	desk	29	187
237	238	shower door	shower door	12	28.0	8.0	12.0	door	door	Wall	door				n04208936	shower.n.01	23	shower	door	2	2544	door	2	2544	door	2	2544
238	239	trash	trashcan	12	12.0	39.0	6.0	garbage bin	otherfurniture	Furniture			trash_bin	2747177.0	n02747177	ashcan.n.01	39	objects	garbage bin	34	131	garbage bin	34	131	garbage bin	34	131
239	240	crown molding	molding	12		38.0	7.0		otherstructure	Objects					n02800354	baseboard.n.01	1	wall		0	0		0	0		0	0
240	241	wall sconce	sconce	12	62.0	38.0	7.0	light	otherstructure	Objects					n04148703	sconce.n.03	28	lighting		0	0		0	0	light	116	12
241	242	door handle	door handle	12	758.0	40.0	7.0	handle	otherprop	Objects							40	misc		0	0		0	0	handle	93	20
242	243	scale	scale	12	639.0	40.0	7.0	scale	otherprop	Objects					n04141975	scale.n.07	39	objects		0	0		0	0	scale	117	12
243	244	trash bin	trashcan	12	12.0	39.0	6.0	garbage bin	otherfurniture	Furniture			trash_bin	2747177.0	n02747177	ashcan.n.01	39	objects	garbage bin	34	131	garbage bin	34	131	garbage bin	34	131
244	245	baseboard	baseboard	13		38.0	7.0		otherstructure	Objects					n02800354	baseboard.n.01	1	wall		0	0		0	0		0	0
245	246	window /otherroom	window /otherroom	12	59.0	9.0	13.0	window	window	Window					n04587648	window.n.01	9	window	window	6	2013	window	6	2013	window	6	2013
246	247	bag	bag	11	55.0	37.0	7.0	bag	bag	Objects			suitcase	2773838.0	n02773838	bag.n.06	39	objects		0	0		0	0	bag	118	11
247	248	laptop	laptop	11	37.0	40.0	7.0	laptop	otherprop	Objects	laptop		laptop	3642806.0	n03642806	laptop.n.01	39	objects		0	0		0	0	laptop	119	11
248	249	treadmill	treadmill	12	458.0	39.0	6.0	treadmill	otherfurniture	Furniture					n04477387	treadmill.n.01	33	gym_equipment		0	0		0	0	treadmill	120	12
249	250	staircase	staircase	11	215.0	38.0	7.0	stairs	otherstructure	Objects					n04298308	stairway.n.01	16	stairs	stairs	24	241	stairs	24	241	stairs	24	241
250	251	guitar	guitar	11	300.0	40.0	7.0	guitar	otherprop	Objects	guitar		guitar	3467517.0	n03467517	guitar.n.01	39	objects		0	0		0	0	guitar	121	11
251	252	light fixture	light fixture	11	62.0	38.0	7.0	light	otherstructure	Objects					n03665366	light.n.02	28	lighting		0	0		0	0	light	116	12
252	253	pipes	pipe	11	41.0	40.0	7.0	pipe	otherprop	Objects					n03944672	pipe.n.02	40	misc		0	0	pipe	53	62	pipe	53	62
253	254	display case	display case	11	540.0	39.0	6.0	display case	otherfurniture	Furniture					n02975212	case.n.20	39	objects		0	0		0	0	display case	122	11
254	255	weight machine	exercise equipment	10	457.0	39.0	6.0	excercise equipment	otherfurniture	Furniture					n04285146	sports_equipment.n.01	33	gym_equipment		0	0		0	0	excercise equipment	113	14
255	256	toilet paper holder	toilet paper holder	10	647.0	40.0	7.0	toilet paper holder	otherprop	Objects							40	misc		0	0		0	0	toilet paper holder	123	10
256	257	basin	basin	10	24.0	34.0	7.0	sink	sink	Objects	sink				n04223580	sink.n.01	15	sink	sink	16	417	sink	16	417	sink	16	417
257	258	towel bar	towel bar	10	51.0	38.0	7.0	bar	otherstructure	Objects					n04459909	towel_rail.n.01	39	objects		0	0		0	0	bar	124	10
258	259	floor behind	floor /otherroom	10	11.0	2.0	5.0	floor	floor	Floor					n03365592	floor.n.01	2	floor	floor	4	2252	floor	4	2252	floor	4	2252
259	260	wooden chair	chair	10	5.0	5.0	4.0	chair	chair	Chair	chair	chair	chair	3001627.0	n03001627	chair.n.01	3	chair	chair	7	1947	chair	7	1947	chair	7	1947
260	261	potted plant	plant	10	82.0	40.0	7.0	plant	otherprop	Objects	plant				n00017222	plant.n.02	14	plant	plant	13	632	plant	13	632	plant	13	632
261	262	ceiling / other room	ceiling /otherroom	10	4.0	22.0	3.0	ceiling	ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	ceiling	3	2363	ceiling	3	2363	ceiling	3	2363
262	263	window sill	window frame	10	59.0	9.0	13.0	window	window	Window					n04589593	window_frame.n.01	9	window	window	6	2013	window	6	2013	window	6	2013
263	264	floor / other room	floor /otherroom	10	11.0	2.0	5.0	floor	floor	Floor					n03365592	floor.n.01	2	floor	floor	4	2252	floor	4	2252	floor	4	2252
264	265	cupboard	cabinet	10	3.0	3.0	6.0	cabinet	cabinet	Furniture			cabinet	2933112.0	n02933112	cabinet.n.01	7	cabinet	cabinet	10	785	cabinet	10	785	cabinet	10	785
265	266	tray	tray	10	179.0	40.0	7.0	tray	otherprop	Objects					n04476259	tray.n.01	39	objects		0	0		0	0	tray	125	10
266	267	urn	urn	10	151.0	40.0	7.0	urn	otherprop	Objects	vase		jar	3593526.0	n04516116	urn.n.01	39	objects		0	0		0	0	urn	126	10
267	268	church seating	pew	10	204.0	39.0	6.0	bench	otherfurniture	Furniture	bench		bench	2828884.0	n03920867	pew.n.01	34	seating	bench	33	154	bench	33	154	bench	33	154
268	269	decorative plate	decorative plate	9	383.0	40.0	7.0	decorative plate	otherprop	Objects							40	misc		0	0		0	0	decorative plate	127	9
269	270	doors	door	9	28.0	8.0	12.0	door	door	Wall	door				n03221720	door.n.01	4	door	door	2	2544	door	2	2544	door	2	2544
270	271	bar	bar	9	51.0	38.0	7.0	bar	otherstructure	Objects					n02788689	bar.n.03	39	objects		0	0		0	0	bar	124	10
271	272	stair rail	banister	9	453.0	38.0	7.0	banister	otherstructure	Objects					n02788148	bannister.n.02	30	railing	banister	23	241	banister	23	241	banister	23	241
272	273	window shade	window shade	9		40.0	7.0		otherprop	Objects					n04590129	window_shade.n.01	32	blinds		0	0		0	0		0	0
273	274	grass	grass	11	82.0	40.0	7.0	plant	otherprop	Objects	plant				n12102133	grass.n.01	14	plant	plant	13	632	plant	13	632	plant	13	632
274	275	pool table	pool table	9	515.0	39.0	6.0	pool table	otherfurniture	Furniture	table	table	table	4379243.0	n03982430	pool_table.n.01	5	table		0	0		0	0	pool table	128	9
275	276	coat	coat	9	324.0	40.0	7.0	jacket	otherprop	Objects					n03057021	coat.n.01	38	clothes		0	0		0	0	jacket	129	9
276	277	trees	tree	9	82.0	40.0	7.0	plant	otherprop	Objects	plant				n13104059	tree.n.01	14	plant	plant	13	632	plant	13	632	plant	13	632
277	278	cloth	cloth	11		40.0	7.0		otherprop	Objects					n03309808	fabric.n.01	39	objects		0	0		0	0		0	0
278	279	bottle of soap	bottle of soap	9	502.0	40.0	7.0	bottle of soap	otherprop	Objects							40	misc		0	0		0	0	bottle of soap	130	9
279	280	floor lamp	floor lamp	9	144.0	35.0	7.0	lamp	lamp	Objects	lamp		lamp	3636649.0	n03367059	floor_lamp.n.01	28	lighting	lamp	9	967	lamp	9	967	lamp	9	967
280	281	water cooler	water cooler	9	509.0	39.0	6.0	water cooler	otherfurniture	Furniture					n04559166	water_cooler.n.01	39	objects		0	0		0	0	water cooler	131	9
281	282	pews	pew	9	204.0	39.0	6.0	bench	otherfurniture	Furniture	bench		bench	2828884.0	n03920867	pew.n.01	34	seating	bench	33	154	bench	33	154	bench	33	154
282	283	ledge	ledge	10		38.0	7.0		otherstructure	Objects					n09337253	ledge.n.01	39	objects		0	0		0	0		0	0
283	284	kitchen shelf	kitchen shelf	9	42.0	15.0	6.0	shelves	shelves	Furniture					n04190052	shelf.n.01	31	shelving	shelves	17	417	shelves	17	417	shelves	17	417
284	285	bathroom utencils	bathroom utensil	8	267.0	40.0	7.0	utensil	otherprop	Objects					n04516672	utensil.n.01	39	objects		0	0		0	0	utensil	132	8
285	286	hanger	hanger	8	211.0	40.0	7.0	hanger	otherprop	Objects					n03490884	hanger.n.02	39	objects		0	0		0	0	hanger	114	13
286	287	shrubbery	shrubbery	8		40.0	7.0		otherprop	Objects					n08649067	shrubbery.n.01	39	objects		0	0		0	0		0	0
287	288	teapot	teapot	8	678.0	40.0	7.0	tea pot	otherprop	Objects					n04398044	teapot.n.01	39	objects		0	0		0	0	tea pot	133	8
288	289	bottles	bottle	8	2.0	40.0	7.0	bottle	otherprop	Objects	bottle		bottle	2876657.0	n02876657	bottle.n.01	39	objects		0	0	bottle	49	101	bottle	49	101
289	290	exercise equipment	exercise equipment	8	457.0	39.0	6.0	excercise equipment	otherfurniture	Furniture					n04285146	sports_equipment.n.01	33	gym_equipment		0	0		0	0	excercise equipment	113	14
290	291	boxes	box	8	26.0	29.0	7.0	box	box	Objects					n02883344	box.n.01	39	objects	box	30	172	box	30	172	box	30	172
291	292	locker	locker	8	3.0	3.0	6.0	cabinet	cabinet	Furniture					n02933462	cabinet.n.03	40	misc	cabinet	10	785	cabinet	10	785	cabinet	10	785
292	293	wall cabinet	wall cabinet	8	3.0	3.0	6.0	cabinet	cabinet	Furniture			cabinet	2933112.0	n02933112	cabinet.n.01	7	cabinet	cabinet	10	785	cabinet	10	785	cabinet	10	785
293	294	wainscotting \other room	paneling /otherroom	8	21.0	1.0	12.0	wall	wall	Wall					n03882611	paneling.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
294	295	ceiling light	ceiling lamp	9	144.0	35.0	7.0	lamp	lamp	Objects	lamp		lamp	3636649.0	n03636649	lamp.n.02	28	lighting	lamp	9	967	lamp	9	967	lamp	9	967
295	296	ornament	ornament	8		40.0	7.0		otherprop	Objects					n03169390	decoration.n.01	39	objects		0	0		0	0		0	0
296	297	bidet	bidet	8	124.0	33.0	7.0	toilet	toilet	Objects	toilet	toilet			n02836174	bidet.n.01	18	toilet	toilet	21	268	toilet	21	268	toilet	21	268
297	298	shower soap shelf	shower soap shelf	8		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
298	299	window / door	window/door	8		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
299	300	stuffed animal	stuffed animal	8	177.0	40.0	7.0	stuffed animal	otherprop	Objects					n04399382	teddy.n.01	39	objects		0	0		0	0	stuffed animal	134	8
300	301	paper towel dispenser	paper towel dispenser	8	14.0	40.0	7.0	paper towel dispenser	otherprop	Objects							40	misc		0	0		0	0	paper towel dispenser	135	8
301	302	chair bottom	chair	8	5.0	5.0	4.0	chair	chair	Chair	chair	chair	chair	3001627.0	n03001627	chair.n.01	3	chair	chair	7	1947	chair	7	1947	chair	7	1947
302	303	fencing	fencing	8		40.0	7.0		otherprop	Objects					n03327234	fence.n.01	40	misc		0	0		0	0		0	0
303	304	lampshade	lampshade	8	859.0	40.0	7.0	lamp shade	otherprop	Objects					n03637318	lampshade.n.01	28	lighting		0	0		0	0	lamp shade	136	8
304	305	door side	door frame	12	28.0	8.0	12.0	door	door	Wall	door				n03221720	door.n.01	4	door	door	2	2544	door	2	2544	door	2	2544
305	306	bust	bust	7	294.0	40.0	7.0	sculpture	otherprop	Objects					n02926188	bust.n.03	39	objects		0	0	sculpture	45	78	sculpture	45	78
306	307	car	car	7	530.0	40.0	7.0	car	otherprop	Objects	car		car	2958343.0	n02958343	car.n.01	39	objects		0	0		0	0	car	137	7
307	308	figure	figure	7		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
308	309	sofa set	sofa set	7	83.0	6.0	9.0	sofa	sofa	Sofa	sofa	sofa	sofa	4256520.0	n04256520	sofa.n.01	10	sofa	sofa	18	290	sofa	18	290	sofa	18	290
309	310	commode	toilet	7	124.0	33.0	7.0	toilet	toilet	Objects	toilet	toilet			n04446276	toilet.n.01	18	toilet	toilet	21	268	toilet	21	268	toilet	21	268
310	311	toilet brush	toilet brush	7	630.0	40.0	7.0	toilet brush	otherprop	Objects							40	misc		0	0		0	0	toilet brush	138	7
311	312	doll	doll	7	99.0	40.0	7.0	doll	otherprop	Objects					n03219135	doll.n.01	39	objects		0	0		0	0	doll	139	7
312	313	drums	drum	7	145.0	40.0	7.0	drum	otherprop	Objects					n03249569	drum.n.01	39	objects		0	0		0	0	drum	140	7
313	314	bathroom counter	bathroom counter	7	7.0	12.0	6.0	counter	counter	Furniture	table	table	table	4379243.0	n03116530	counter.n.01	26	counter	counter	32	159	counter	32	159	counter	32	159
314	315	dress	dress	7		40.0	7.0		otherprop	Objects					n03236735	dress.n.01	38	clothes		0	0		0	0		0	0
